4.998016674628546596e+00,6.396664132605186737e+00
5.492975294109730733e+00,7.302121061553920711e+00
3.719338713785300676e+00,4.741735544039733519e+00
5.428164318799979071e+00,6.344930236522003497e+00
6.809066701897338092e+00,7.881342780756726896e+00
5.722849757617662902e+00,5.173840804099364199e+00
5.118157409201659291e+00,6.325504120044186607e+00
6.025424423205938851e+00,7.614342611356350154e+00
4.437848769861771459e+00,5.727140102452903392e+00
4.228295586731610101e+00,4.841300337546780241e+00
4.541597295392993949e+00,4.780327024340769171e+00
4.788514480548524688e+00,5.255717519061322562e+00
4.881598403110409379e+00,5.013117319408879169e+00
6.434872100255354610e+00,7.710725677771476327e+00
4.048408726352206166e+00,5.747152396879382508e+00
3.907365650715146188e+00,4.911420523795840154e+00
5.981323159919999632e+00,7.181842545948106782e+00
5.398017441870755384e+00,6.363221099559319249e+00
5.657496144586744435e+00,6.384889323248776449e+00
4.103567623650509866e+00,5.881144997601952085e+00
5.679715991534038722e+00,6.969859093258793159e+00
5.363605185406982834e+00,6.454833125914237080e+00
4.880532696861633823e+00,5.979469155248218648e+00
5.231592303939838651e+00,5.512291117316777900e+00
4.655051506102060976e+00,6.126934817450492510e+00
4.326655200357766518e+00,5.041511591995964991e+00
6.874334359750712053e+00,8.059608307931595661e+00
5.430394382664239572e+00,6.957829905371207602e+00
6.056882682718534028e+00,7.405828884890406805e+00
5.569171671367124432e+00,6.207951206289076929e+00
5.569993807753196968e+00,6.425485512155709955e+00
4.117992583636777226e+00,4.931576604724587476e+00
3.036261238580814315e+00,3.360995259730260809e+00
4.572130096260146992e+00,5.409968103024059616e+00
4.851487394633028138e+00,5.912107015463690551e+00
5.114035190308162449e+00,5.685829293924068217e+00
6.358646752498237298e+00,6.559016193442845477e+00
5.224243374706166065e+00,5.553287662725116647e+00
5.502230399060642263e+00,7.349641448531926358e+00
3.955019893848955359e+00,4.748902080692812611e+00
5.254407751920900260e+00,6.764573589324383462e+00
4.622593919830955578e+00,6.977823639561101743e+00
4.956191534483036065e+00,5.701372509863284144e+00
5.305815425606384750e+00,6.356298753703848448e+00
3.652460395194258247e+00,5.386050005796480633e+00
5.190452053998114934e+00,6.382877987470606307e+00
4.978460796413817668e+00,6.112273101386190177e+00
4.359862709325109442e+00,6.387172773845431806e+00
4.601560047927857333e+00,4.496304728875308854e+00
4.260367409477364475e+00,5.576370062772983083e+00
4.345182167464503031e+00,3.975380953851310295e+00
6.492521019599041487e+00,7.588952334965389568e+00
5.289047927867672527e+00,6.371391074638844465e+00
5.722339264995081720e+00,7.133350539816373015e+00
4.090037185692854571e+00,4.979710936342769401e+00
5.973803762872167411e+00,7.127714878472693805e+00
5.868672182684274041e+00,7.376049637235933432e+00
7.249996929391505418e+00,9.060137345782315776e+00
3.537368293851113066e+00,4.460985605219047301e+00
4.339258127672256826e+00,5.433623078485758207e+00
3.615161542923994276e+00,4.670920760794393445e+00
6.012696195251590936e+00,7.030401972292205315e+00
5.987167301009604259e+00,6.025519006224795859e+00
6.752036606493246218e+00,7.531712894316689777e+00
4.905146540941487387e+00,5.652782207231795475e+00
6.712784125516567890e+00,7.005540809260228485e+00
5.106224500132531041e+00,6.640205616049727588e+00
3.991833829317794624e+00,5.510013735531829049e+00
6.088179709578036558e+00,7.006285223094844916e+00
3.475144706367683245e+00,4.170589186952595284e+00
4.275943241440858245e+00,5.812971934686397724e+00
4.630427934132010037e+00,5.772213744941194769e+00
6.737399931750960747e+00,7.923511059641084486e+00
4.278276062149835468e+00,5.323742537356126903e+00
5.166840021682769901e+00,6.806217085828433433e+00
3.049084092370867527e+00,3.937095703104504629e+00
6.435124899372281604e+00,8.059413363103322681e+00
4.548630969065719398e+00,5.890188622640591731e+00
6.638824803812413577e+00,7.186760313314974447e+00
6.285554840825665401e+00,7.335558008705957533e+00
5.489517778163670592e+00,6.979323998842240862e+00
